Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
17,1,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680400000,1
17,1,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
17,1,URandomAgent,mypasswd1,0,27,1004,1100,1004,1127,1000000000,-2142000,0,36900000,0,0,0,960958000,997858000,1
17,1,UMovingAverageAgent,mypasswd2,0,0,41,21,41,21,1000000000,-510000,0,6000000,0,0,0,993490000,999490000,1
17,1,TrendStrategy,passwd1,0,0,814,912,814,912,1000000000,-3846000,0,29400000,0,0,0,966754000,996154000,1
17,1,AntiTrendStrategy1,passwd2,0,0,869,795,869,795,1000000000,-62171000,0,22200000,0,0,0,915629000,937829000,1
17,1,AntiTrendStrategy2,passwd3,0,0,941,749,941,749,1000000000,-41440000,0,57600000,0,0,0,900960000,958560000,1
17,1,SRandomStrategy0000,passwd4,0,0,590,697,590,697,1000000000,70138000,0,32100000,0,0,0,1038038000,1070138000,1
17,1,SRandomStrategy0001,passwd5,0,0,764,952,764,952,1000000000,36847000,0,56400000,0,0,0,980447000,1036847000,1
17,1,SRandomStrategy0002,passwd6,46,0,612,905,658,905,1000000000,50016000,0,74100000,0,0,0,975916000,1050016000,1
17,1,RsiStrategy,passwd7,0,22,649,502,649,524,1000000000,-41823000,0,37500000,0,0,0,920677000,958177000,1
17,1,SRsiStrategy1,passwd8,0,0,28,85,28,85,1000000000,9908000,0,17100000,0,0,0,992808000,1009908000,1
17,1,SRsiStrategy2,passwd9,0,25,119,128,119,153,1000000000,8399000,0,10200000,0,0,0,998199000,1008399000,1
17,1,SRsiStrategy3,passwd10,0,0,147,44,147,44,1000000000,-27003000,0,30900000,0,0,0,942097000,972997000,1
17,1,MovingAverageStrategy,passwd11,0,0,76,87,76,87,1000000000,-10085000,0,3300000,0,0,0,986615000,989915000,1
17,1,SMovingAverageStrategy1,passwd12,0,0,169,94,169,94,1000000000,-4833000,0,22500000,0,0,0,972667000,995167000,1
17,1,SMovingAverageStrategy2,passwd13,0,0,143,66,143,66,1000000000,-3416000,0,23100000,0,0,0,973484000,996584000,1
17,1,SMovingAverageStrategy3,passwd14,0,0,116,75,116,75,1000000000,-751000,0,12300000,0,0,0,986949000,999249000,1
17,1,SFSpreadStrategy1,passwd15,0,0,408,576,408,576,1000000000,62087000,0,50400000,0,0,0,1011687000,1062087000,1
17,1,SFSpreadStrategy2,passwd16,28,0,597,726,625,726,1000000000,56432000,0,30300000,0,0,0,1026132000,1056432000,1
17,1,DayTradeStrategy1,passwd17,0,0,491,299,491,299,1000000000,-47556000,0,57600000,0,0,0,894844000,952444000,1
17,1,DayTradeStrategy2,passwd18,0,0,551,316,551,316,1000000000,-48251000,0,70500000,0,0,0,881249000,951749000,1
