Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
11,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009200000,1
11,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
11,8,URandomAgent,mypasswd1,0,0,683,675,683,675,1000000000,-1090000,0,2400000,0,0,0,996510000,998910000,1
11,8,UMovingAverageAgent,mypasswd2,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
11,8,TrendStrategy,passwd1,0,0,559,751,559,751,1000000000,4409000,0,57600000,0,0,0,946809000,1004409000,1
11,8,AntiTrendStrategy1,passwd2,0,0,751,472,751,472,1000000000,-72108000,0,83700000,0,0,0,844192000,927892000,1
11,8,AntiTrendStrategy2,passwd3,0,0,755,482,755,482,1000000000,-54997000,0,81900000,0,0,0,863103000,945003000,1
11,8,SRandomStrategy0000,passwd4,0,0,297,512,297,512,1000000000,81133000,0,64500000,0,0,0,1016633000,1081133000,1
11,8,SRandomStrategy0001,passwd5,0,0,390,644,390,644,1000000000,49432000,0,76200000,0,0,0,973232000,1049432000,1
11,8,SRandomStrategy0002,passwd6,0,0,285,557,285,557,1000000000,62090000,0,81600000,0,0,0,980490000,1062090000,1
11,8,RsiStrategy,passwd7,0,0,546,213,546,213,1000000000,-58201000,0,99900000,0,0,0,841899000,941799000,1
11,8,SRsiStrategy1,passwd8,0,0,28,85,28,85,1000000000,12188000,0,17100000,0,0,0,995088000,1012188000,1
11,8,SRsiStrategy2,passwd9,0,0,102,128,102,128,1000000000,9163000,0,7800000,0,0,0,1001363000,1009163000,1
11,8,SRsiStrategy3,passwd10,0,0,147,26,147,26,1000000000,-31951000,0,36300000,0,0,0,931749000,968049000,1
11,8,MovingAverageStrategy,passwd11,0,0,48,18,48,18,1000000000,-10446000,0,9000000,0,0,0,980554000,989554000,1
11,8,SMovingAverageStrategy1,passwd12,0,0,43,49,43,49,1000000000,-5441000,0,1800000,0,0,0,992759000,994559000,1
11,8,SMovingAverageStrategy2,passwd13,0,0,34,44,34,44,1000000000,-4016000,0,3000000,0,0,0,992984000,995984000,1
11,8,SMovingAverageStrategy3,passwd14,0,0,41,55,41,55,1000000000,-1515000,0,4200000,0,0,0,994285000,998485000,1
11,8,SFSpreadStrategy1,passwd15,0,0,151,461,151,461,1000000000,75657000,0,93000000,0,0,0,982657000,1075657000,1
11,8,SFSpreadStrategy2,passwd16,0,0,250,576,250,576,1000000000,67786000,0,97800000,0,0,0,969986000,1067786000,1
11,8,DayTradeStrategy1,passwd17,0,0,451,140,451,140,1000000000,-60028000,0,93300000,0,0,0,846672000,939972000,1
11,8,DayTradeStrategy2,passwd18,0,0,470,143,470,143,1000000000,-62065000,0,98100000,0,0,0,839835000,937935000,1
