Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
15,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890400000,1
15,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
15,8,URandomAgent,mypasswd1,108,99,852,861,960,960,1000000000,-1537000,0,0,0,0,0,998463000,998463000,1
15,8,UMovingAverageAgent,mypasswd2,0,21,0,0,0,21,1000000000,0,0,6300000,0,0,0,993700000,1000000000,1
15,8,TrendStrategy,passwd1,30,39,701,857,731,896,1000000000,-1324000,0,49500000,0,0,0,949176000,998676000,1
15,8,AntiTrendStrategy1,passwd2,40,48,829,631,869,679,1000000000,-64451000,0,57000000,0,0,0,878549000,935549000,1
15,8,AntiTrendStrategy2,passwd3,76,1,865,600,941,601,1000000000,-46942000,0,102000000,0,0,0,851058000,953058000,1
15,8,SRandomStrategy0000,passwd4,52,80,439,617,491,697,1000000000,73813000,0,61800000,0,0,0,1012013000,1073813000,1
15,8,SRandomStrategy0001,passwd5,72,10,546,875,618,885,1000000000,41632000,0,80100000,0,0,0,961532000,1041632000,1
15,8,SRandomStrategy0002,passwd6,39,56,481,769,520,825,1000000000,54695000,0,91500000,0,0,0,963195000,1054695000,1
15,8,RsiStrategy,passwd7,103,0,546,440,649,440,1000000000,-45751000,0,62700000,0,0,0,891549000,954249000,1
15,8,SRsiStrategy1,passwd8,0,0,28,85,28,85,1000000000,10934000,0,17100000,0,0,0,993834000,1010934000,1
15,8,SRsiStrategy2,passwd9,0,0,119,128,119,128,1000000000,8561000,0,2700000,0,0,0,1005861000,1008561000,1
15,8,SRsiStrategy3,passwd10,0,0,147,44,147,44,1000000000,-28857000,0,30900000,0,0,0,940243000,971143000,1
15,8,MovingAverageStrategy,passwd11,0,69,48,18,48,87,1000000000,-9786000,0,11700000,0,0,0,978514000,990214000,1
15,8,SMovingAverageStrategy1,passwd12,0,0,80,94,80,94,1000000000,-4759000,0,4200000,0,0,0,991041000,995241000,1
15,8,SMovingAverageStrategy2,passwd13,0,0,65,66,65,66,1000000000,-3554000,0,300000,0,0,0,996146000,996446000,1
15,8,SMovingAverageStrategy3,passwd14,0,0,76,75,76,75,1000000000,-849000,0,300000,0,0,0,998851000,999151000,1
15,8,SFSpreadStrategy1,passwd15,4,54,360,522,364,576,1000000000,65651000,0,63600000,0,0,0,1002051000,1065651000,1
15,8,SFSpreadStrategy2,passwd16,11,58,527,668,538,726,1000000000,59267000,0,56400000,0,0,0,1002867000,1059267000,1
15,8,DayTradeStrategy1,passwd17,0,0,491,195,491,195,1000000000,-52541000,0,88800000,0,0,0,858659000,947459000,1
15,8,DayTradeStrategy2,passwd18,0,0,551,206,551,206,1000000000,-54202000,0,103500000,0,0,0,842298000,945798000,1
