Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
20,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594000000,1
20,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
20,8,URandomAgent,mypasswd1,0,0,1192,1419,1192,1419,1000000000,-442000,0,68100000,0,0,0,931458000,999558000,1
20,8,UMovingAverageAgent,mypasswd2,0,0,88,66,88,66,1000000000,-2258000,0,6600000,0,0,0,991142000,997742000,1
20,8,TrendStrategy,passwd1,0,0,1057,1255,1057,1255,1000000000,-4423000,0,59400000,0,0,0,936177000,995577000,1
20,8,AntiTrendStrategy1,passwd2,0,0,1124,999,1124,999,1000000000,-62550000,0,37500000,0,0,0,899950000,937450000,1
20,8,AntiTrendStrategy2,passwd3,0,0,1201,970,1201,970,1000000000,-43868000,0,69300000,0,0,0,886832000,956132000,1
20,8,SRandomStrategy0000,passwd4,0,0,895,931,895,931,1000000000,69677000,0,10800000,0,0,0,1058877000,1069677000,1
20,8,SRandomStrategy0001,passwd5,0,0,1062,1131,1062,1131,1000000000,37292000,0,20700000,0,0,0,1016592000,1037292000,1
20,8,SRandomStrategy0002,passwd6,0,0,1016,1145,1016,1145,1000000000,53259000,0,38700000,0,0,0,1014559000,1053259000,1
20,8,RsiStrategy,passwd7,0,0,764,610,764,610,1000000000,-39837000,0,46200000,0,0,0,913963000,960163000,1
20,8,SRsiStrategy1,passwd8,0,0,109,119,109,119,1000000000,12282000,0,3000000,0,0,0,1009282000,1012282000,1
20,8,SRsiStrategy2,passwd9,0,0,119,225,119,225,1000000000,10019000,0,31800000,0,0,0,978219000,1010019000,1
20,8,SRsiStrategy3,passwd10,0,0,147,130,147,130,1000000000,-26722000,0,5100000,0,0,0,968178000,973278000,1
20,8,MovingAverageStrategy,passwd11,0,0,138,210,138,210,1000000000,-12851000,0,21600000,0,0,0,965549000,987149000,1
20,8,SMovingAverageStrategy1,passwd12,0,0,198,233,198,233,1000000000,-7146000,0,10500000,0,0,0,982354000,992854000,1
20,8,SMovingAverageStrategy2,passwd13,0,0,182,167,182,167,1000000000,-5370000,0,4500000,0,0,0,990130000,994630000,1
20,8,SMovingAverageStrategy3,passwd14,0,0,174,214,174,214,1000000000,-3480000,0,12000000,0,0,0,984520000,996520000,1
20,8,SFSpreadStrategy1,passwd15,0,0,633,672,633,672,1000000000,64689000,0,11700000,0,0,0,1052989000,1064689000,1
20,8,SFSpreadStrategy2,passwd16,0,0,825,854,825,854,1000000000,59036000,0,8700000,0,0,0,1050336000,1059036000,1
20,8,DayTradeStrategy1,passwd17,0,0,528,353,528,353,1000000000,-48213000,0,52500000,0,0,0,899287000,951787000,1
20,8,DayTradeStrategy2,passwd18,0,0,647,396,647,396,1000000000,-49094000,0,75300000,0,0,0,875606000,950906000,1
