Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
17,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755400000,1
17,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
17,8,URandomAgent,mypasswd1,0,0,1045,1202,1045,1202,1000000000,-1717000,0,47100000,0,0,0,951183000,998283000,1
17,8,UMovingAverageAgent,mypasswd2,0,0,41,21,41,21,1000000000,-510000,0,6000000,0,0,0,993490000,999490000,1
17,8,TrendStrategy,passwd1,0,0,916,1024,916,1024,1000000000,-3830000,0,32400000,0,0,0,963770000,996170000,1
17,8,AntiTrendStrategy1,passwd2,0,0,906,816,906,816,1000000000,-62208000,0,27000000,0,0,0,910792000,937792000,1
17,8,AntiTrendStrategy2,passwd3,0,0,1076,792,1076,792,1000000000,-41403000,0,85200000,0,0,0,873397000,958597000,1
17,8,SRandomStrategy0000,passwd4,0,0,716,764,716,764,1000000000,69713000,0,14400000,0,0,0,1055313000,1069713000,1
17,8,SRandomStrategy0001,passwd5,0,0,764,979,764,979,1000000000,36901000,0,64500000,0,0,0,972401000,1036901000,1
17,8,SRandomStrategy0002,passwd6,0,0,671,961,671,961,1000000000,49579000,0,87000000,0,0,0,962579000,1049579000,1
17,8,RsiStrategy,passwd7,0,0,649,524,649,524,1000000000,-41471000,0,37500000,0,0,0,921029000,958529000,1
17,8,SRsiStrategy1,passwd8,0,0,28,85,28,85,1000000000,9908000,0,17100000,0,0,0,992808000,1009908000,1
17,8,SRsiStrategy2,passwd9,0,0,119,153,119,153,1000000000,8799000,0,10200000,0,0,0,998599000,1008799000,1
17,8,SRsiStrategy3,passwd10,0,0,147,44,147,44,1000000000,-27003000,0,30900000,0,0,0,942097000,972997000,1
17,8,MovingAverageStrategy,passwd11,0,0,104,87,104,87,1000000000,-10169000,0,5100000,0,0,0,984731000,989831000,1
17,8,SMovingAverageStrategy1,passwd12,0,0,169,94,169,94,1000000000,-4833000,0,22500000,0,0,0,972667000,995167000,1
17,8,SMovingAverageStrategy2,passwd13,0,0,143,66,143,66,1000000000,-3416000,0,23100000,0,0,0,973484000,996584000,1
17,8,SMovingAverageStrategy3,passwd14,0,0,116,75,116,75,1000000000,-751000,0,12300000,0,0,0,986949000,999249000,1
17,8,SFSpreadStrategy1,passwd15,0,0,431,615,431,615,1000000000,62057000,0,55200000,0,0,0,1006857000,1062057000,1
17,8,SFSpreadStrategy2,passwd16,0,0,638,804,638,804,1000000000,56161000,0,49800000,0,0,0,1006361000,1056161000,1
17,8,DayTradeStrategy1,passwd17,0,0,491,299,491,299,1000000000,-47556000,0,57600000,0,0,0,894844000,952444000,1
17,8,DayTradeStrategy2,passwd18,0,0,551,316,551,316,1000000000,-48251000,0,70500000,0,0,0,881249000,951749000,1
