Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
30,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090800000,1
30,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
30,8,URandomAgent,mypasswd1,0,0,1744,2064,1744,2064,1000000000,-50247000,0,96000000,0,0,0,853753000,949753000,1
30,8,UMovingAverageAgent,mypasswd2,0,0,99,100,99,100,1000000000,-402000,0,300000,0,0,0,999298000,999598000,1
30,8,TrendStrategy,passwd1,0,0,1950,1834,1950,1834,1000000000,-15486000,0,34800000,0,0,0,949714000,984514000,1
30,8,AntiTrendStrategy1,passwd2,0,0,1528,1858,1528,1858,1000000000,-67612000,0,99000000,0,0,0,833388000,932388000,1
30,8,AntiTrendStrategy2,passwd3,0,0,1753,2086,1753,2086,1000000000,-47656000,0,99900000,0,0,0,852444000,952344000,1
30,8,SRandomStrategy0000,passwd4,0,0,1710,1461,1710,1461,1000000000,80494000,0,74700000,0,0,0,1005794000,1080494000,1
30,8,SRandomStrategy0001,passwd5,0,0,1898,1579,1898,1579,1000000000,41492000,0,95700000,0,0,0,945792000,1041492000,1
30,8,SRandomStrategy0002,passwd6,0,0,1710,1718,1710,1718,1000000000,28399000,0,2400000,0,0,0,1025999000,1028399000,1
30,8,RsiStrategy,passwd7,0,0,1011,1342,1011,1342,1000000000,-39281000,0,99300000,0,0,0,861419000,960719000,1
30,8,SRsiStrategy1,passwd8,0,0,323,224,323,224,1000000000,20052000,0,29700000,0,0,0,990352000,1020052000,1
30,8,SRsiStrategy2,passwd9,0,0,358,245,358,245,1000000000,10758000,0,33900000,0,0,0,976858000,1010758000,1
30,8,SRsiStrategy3,passwd10,0,0,337,209,337,209,1000000000,-16438000,0,38400000,0,0,0,945162000,983562000,1
30,8,MovingAverageStrategy,passwd11,0,0,248,210,248,210,1000000000,-13972000,0,11400000,0,0,0,974628000,986028000,1
30,8,SMovingAverageStrategy1,passwd12,0,0,310,279,310,279,1000000000,-7616000,0,9300000,0,0,0,983084000,992384000,1
30,8,SMovingAverageStrategy2,passwd13,0,0,259,199,259,199,1000000000,2172000,0,18000000,0,0,0,984172000,1002172000,1
30,8,SMovingAverageStrategy3,passwd14,0,0,263,233,263,233,1000000000,-3856000,0,9000000,0,0,0,987144000,996144000,1
30,8,SFSpreadStrategy1,passwd15,0,0,1300,986,1300,986,1000000000,91499000,0,94200000,0,0,0,997299000,1091499000,1
30,8,SFSpreadStrategy2,passwd16,0,0,1422,1101,1422,1101,1000000000,82108000,0,96300000,0,0,0,985808000,1082108000,1
30,8,DayTradeStrategy1,passwd17,0,0,625,927,625,927,1000000000,-58418000,0,90600000,0,0,0,850982000,941582000,1
30,8,DayTradeStrategy2,passwd18,0,0,754,947,754,947,1000000000,-35990000,0,57900000,0,0,0,906110000,964010000,1
