Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
22,4,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614400000,1
22,4,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
22,4,URandomAgent,mypasswd1,0,58,1234,1525,1234,1583,1000000000,-13234000,0,104700000,0,0,0,882066000,986766000,1
22,4,UMovingAverageAgent,mypasswd2,0,0,88,66,88,66,1000000000,-1070000,0,6600000,0,0,0,992330000,998930000,1
22,4,TrendStrategy,passwd1,49,62,1149,1255,1198,1317,1000000000,-14151000,0,35700000,0,0,0,950149000,985849000,1
22,4,AntiTrendStrategy1,passwd2,23,71,1124,1139,1147,1210,1000000000,-58661000,0,18900000,0,0,0,922439000,941339000,1
22,4,AntiTrendStrategy2,passwd3,50,71,1201,1254,1251,1325,1000000000,-34054000,0,22200000,0,0,0,943746000,965946000,1
22,4,SRandomStrategy0000,passwd4,81,0,1006,931,1087,931,1000000000,69138000,0,46800000,0,0,0,1022338000,1069138000,1
22,4,SRandomStrategy0001,passwd5,84,0,1147,1131,1231,1131,1000000000,33886000,0,30000000,0,0,0,1003886000,1033886000,1
22,4,SRandomStrategy0002,passwd6,0,0,1099,1145,1099,1145,1000000000,47981000,0,13800000,0,0,0,1034181000,1047981000,1
22,4,RsiStrategy,passwd7,0,96,764,775,764,871,1000000000,-33345000,0,32100000,0,0,0,934555000,966655000,1
22,4,SRsiStrategy1,passwd8,0,0,109,137,109,137,1000000000,11418000,0,8400000,0,0,0,1003018000,1011418000,1
22,4,SRsiStrategy2,passwd9,0,0,119,225,119,225,1000000000,4295000,0,31800000,0,0,0,972495000,1004295000,1
22,4,SRsiStrategy3,passwd10,0,0,147,130,147,130,1000000000,-25804000,0,5100000,0,0,0,969096000,974196000,1
22,4,MovingAverageStrategy,passwd11,0,0,153,210,153,210,1000000000,-16619000,0,17100000,0,0,0,966281000,983381000,1
22,4,SMovingAverageStrategy1,passwd12,0,0,198,233,198,233,1000000000,-9036000,0,10500000,0,0,0,980464000,990964000,1
22,4,SMovingAverageStrategy2,passwd13,0,0,182,167,182,167,1000000000,-4560000,0,4500000,0,0,0,990940000,995440000,1
22,4,SMovingAverageStrategy3,passwd14,0,0,174,214,174,214,1000000000,-5640000,0,12000000,0,0,0,982360000,994360000,1
22,4,SFSpreadStrategy1,passwd15,87,0,826,672,913,672,1000000000,64914000,0,72300000,0,0,0,992614000,1064914000,1
22,4,SFSpreadStrategy2,passwd16,48,0,1082,854,1130,854,1000000000,61694000,0,82800000,0,0,0,978894000,1061694000,1
22,4,DayTradeStrategy1,passwd17,0,20,528,451,528,471,1000000000,-40179000,0,17100000,0,0,0,942721000,959821000,1
22,4,DayTradeStrategy2,passwd18,0,44,647,463,647,507,1000000000,-36973000,0,42000000,0,0,0,921027000,963027000,1
