Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
1,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184800000,1
1,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,8,URandomAgent,mypasswd1,0,0,58,119,58,119,1000000000,-1034000,0,18300000,0,0,0,980666000,998966000,1
1,8,UMovingAverageAgent,mypasswd2,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,8,TrendStrategy,passwd1,0,0,68,37,68,37,1000000000,-868000,0,9300000,0,0,0,989832000,999132000,1
1,8,AntiTrendStrategy1,passwd2,0,0,71,59,71,59,1000000000,702000,0,3600000,0,0,0,997102000,1000702000,1
1,8,AntiTrendStrategy2,passwd3,0,0,13,78,13,78,1000000000,441000,0,19500000,0,0,0,980941000,1000441000,1
1,8,SRandomStrategy0000,passwd4,0,0,42,72,42,72,1000000000,-470000,0,9000000,0,0,0,990530000,999530000,1
1,8,SRandomStrategy0001,passwd5,0,0,42,39,42,39,1000000000,-152000,0,900000,0,0,0,998948000,999848000,1
1,8,SRandomStrategy0002,passwd6,0,0,83,40,83,40,1000000000,-889000,0,12900000,0,0,0,986211000,999111000,1
1,8,RsiStrategy,passwd7,0,0,70,7,70,7,1000000000,1330000,0,18900000,0,0,0,982430000,1001330000,1
1,8,SRsiStrategy1,passwd8,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,8,SRsiStrategy2,passwd9,0,0,50,0,50,0,1000000000,950000,0,15000000,0,0,0,985950000,1000950000,1
1,8,SRsiStrategy3,passwd10,0,0,43,0,43,0,1000000000,375000,0,12900000,0,0,0,987475000,1000375000,1
1,8,MovingAverageStrategy,passwd11,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,8,SMovingAverageStrategy1,passwd12,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,8,SMovingAverageStrategy2,passwd13,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,8,SMovingAverageStrategy3,passwd14,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,8,SFSpreadStrategy1,passwd15,0,0,33,61,33,61,1000000000,-270000,0,8400000,0,0,0,991330000,999730000,1
1,8,SFSpreadStrategy2,passwd16,0,0,106,43,106,43,1000000000,-859000,0,18900000,0,0,0,980241000,999141000,1
1,8,DayTradeStrategy1,passwd17,0,0,0,77,0,77,1000000000,462000,0,23100000,0,0,0,977362000,1000462000,1
1,8,DayTradeStrategy2,passwd18,0,0,0,47,0,47,1000000000,282000,0,14100000,0,0,0,986182000,1000282000,1
