Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
27,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546600000,1
27,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
27,8,URandomAgent,mypasswd1,0,0,1659,1964,1659,1964,1000000000,-20549000,0,91500000,0,0,0,887951000,979451000,1
27,8,UMovingAverageAgent,mypasswd2,0,0,99,66,99,66,1000000000,-872000,0,9900000,0,0,0,989228000,999128000,1
27,8,TrendStrategy,passwd1,0,0,1659,1636,1659,1636,1000000000,-19372000,0,6900000,0,0,0,973728000,980628000,1
27,8,AntiTrendStrategy1,passwd2,0,0,1466,1579,1466,1579,1000000000,-50548000,0,33900000,0,0,0,915552000,949452000,1
27,8,AntiTrendStrategy2,passwd3,0,0,1649,1755,1649,1755,1000000000,-30479000,0,31800000,0,0,0,937721000,969521000,1
27,8,SRandomStrategy0000,passwd4,0,0,1439,1347,1439,1347,1000000000,71808000,0,27600000,0,0,0,1044208000,1071808000,1
27,8,SRandomStrategy0001,passwd5,0,0,1554,1530,1554,1530,1000000000,34096000,0,7200000,0,0,0,1026896000,1034096000,1
27,8,SRandomStrategy0002,passwd6,0,0,1441,1646,1441,1646,1000000000,42145000,0,61500000,0,0,0,980645000,1042145000,1
27,8,RsiStrategy,passwd7,0,0,1011,1112,1011,1112,1000000000,-23614000,0,30300000,0,0,0,946086000,976386000,1
27,8,SRsiStrategy1,passwd8,0,0,323,188,323,188,1000000000,5940000,0,40500000,0,0,0,965440000,1005940000,1
27,8,SRsiStrategy2,passwd9,0,0,358,225,358,225,1000000000,-3346000,0,39900000,0,0,0,956754000,996654000,1
27,8,SRsiStrategy3,passwd10,0,0,337,170,337,170,1000000000,-32176000,0,50100000,0,0,0,917724000,967824000,1
27,8,MovingAverageStrategy,passwd11,0,0,248,210,248,210,1000000000,-18076000,0,11400000,0,0,0,970524000,981924000,1
27,8,SMovingAverageStrategy1,passwd12,0,0,233,233,233,233,1000000000,-9421000,0,0,0,0,0,990579000,990579000,1
27,8,SMovingAverageStrategy2,passwd13,0,0,219,184,219,184,1000000000,-3499000,0,10500000,0,0,0,986001000,996501000,1
27,8,SMovingAverageStrategy3,passwd14,0,0,208,214,208,214,1000000000,-6050000,0,1800000,0,0,0,992150000,993950000,1
27,8,SFSpreadStrategy1,passwd15,0,0,1080,986,1080,986,1000000000,67759000,0,28200000,0,0,0,1039559000,1067759000,1
27,8,SFSpreadStrategy2,passwd16,0,0,1182,1101,1182,1101,1000000000,61434000,0,24300000,0,0,0,1037134000,1061434000,1
27,8,DayTradeStrategy1,passwd17,0,0,601,676,601,676,1000000000,-34466000,0,22500000,0,0,0,943034000,965534000,1
27,8,DayTradeStrategy2,passwd18,0,0,729,673,729,673,1000000000,-30714000,0,16800000,0,0,0,952486000,969286000,1
