Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
15,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890400000,1
15,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
15,8,URandomAgent,mypasswd1,0,0,960,960,960,960,1000000000,-883000,0,0,0,0,0,999117000,999117000,1
15,8,UMovingAverageAgent,mypasswd2,0,0,0,21,0,21,1000000000,126000,0,6300000,0,0,0,993826000,1000126000,1
15,8,TrendStrategy,passwd1,0,0,731,896,731,896,1000000000,-598000,0,49500000,0,0,0,949902000,999402000,1
15,8,AntiTrendStrategy1,passwd2,0,0,869,679,869,679,1000000000,-65741000,0,57000000,0,0,0,877259000,934259000,1
15,8,AntiTrendStrategy2,passwd3,0,0,941,601,941,601,1000000000,-48963000,0,102000000,0,0,0,849037000,951037000,1
15,8,SRandomStrategy0000,passwd4,0,0,491,697,491,697,1000000000,74935000,0,61800000,0,0,0,1013135000,1074935000,1
15,8,SRandomStrategy0001,passwd5,0,0,618,885,618,885,1000000000,43491000,0,80100000,0,0,0,963391000,1043491000,1
15,8,SRandomStrategy0002,passwd6,0,0,520,825,520,825,1000000000,56617000,0,91500000,0,0,0,965117000,1056617000,1
15,8,RsiStrategy,passwd7,0,0,649,440,649,440,1000000000,-47189000,0,62700000,0,0,0,890111000,952811000,1
15,8,SRsiStrategy1,passwd8,0,0,28,85,28,85,1000000000,11333000,0,17100000,0,0,0,994233000,1011333000,1
15,8,SRsiStrategy2,passwd9,0,0,119,128,119,128,1000000000,8624000,0,2700000,0,0,0,1005924000,1008624000,1
15,8,SRsiStrategy3,passwd10,0,0,147,44,147,44,1000000000,-29578000,0,30900000,0,0,0,939522000,970422000,1
15,8,MovingAverageStrategy,passwd11,0,0,48,87,48,87,1000000000,-9110000,0,11700000,0,0,0,979190000,990890000,1
15,8,SMovingAverageStrategy1,passwd12,0,0,80,94,80,94,1000000000,-4661000,0,4200000,0,0,0,991139000,995339000,1
15,8,SMovingAverageStrategy2,passwd13,0,0,65,66,65,66,1000000000,-3547000,0,300000,0,0,0,996153000,996453000,1
15,8,SMovingAverageStrategy3,passwd14,0,0,76,75,76,75,1000000000,-856000,0,300000,0,0,0,998844000,999144000,1
15,8,SFSpreadStrategy1,passwd15,0,0,364,576,364,576,1000000000,66840000,0,63600000,0,0,0,1003240000,1066840000,1
15,8,SFSpreadStrategy2,passwd16,0,0,538,726,538,726,1000000000,60390000,0,56400000,0,0,0,1003990000,1060390000,1
15,8,DayTradeStrategy1,passwd17,0,0,491,195,491,195,1000000000,-54613000,0,88800000,0,0,0,856587000,945387000,1
15,8,DayTradeStrategy2,passwd18,0,0,551,206,551,206,1000000000,-56617000,0,103500000,0,0,0,839883000,943383000,1
