Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
26,1,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650400000,1
26,1,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
26,1,URandomAgent,mypasswd1,0,0,1493,1789,1493,1789,1000000000,-18792000,0,88800000,0,0,0,892408000,981208000,1
26,1,UMovingAverageAgent,mypasswd2,0,0,88,66,88,66,1000000000,-1158000,0,6600000,0,0,0,992242000,998842000,1
26,1,TrendStrategy,passwd1,0,0,1435,1513,1435,1513,1000000000,-18269000,0,23400000,0,0,0,958331000,981731000,1
26,1,AntiTrendStrategy1,passwd2,0,0,1305,1504,1305,1504,1000000000,-47643000,0,59700000,0,0,0,892657000,952357000,1
26,1,AntiTrendStrategy2,passwd3,0,50,1441,1542,1441,1592,1000000000,-28810000,0,45300000,0,0,0,925890000,971190000,1
26,1,SRandomStrategy0000,passwd4,0,0,1350,1082,1350,1082,1000000000,67574000,0,80400000,0,0,0,987174000,1067574000,1
26,1,SRandomStrategy0001,passwd5,6,0,1401,1407,1407,1407,1000000000,33807000,0,0,0,0,0,1033807000,1033807000,1
26,1,SRandomStrategy0002,passwd6,44,0,1309,1445,1353,1445,1000000000,42916000,0,27600000,0,0,0,1015316000,1042916000,1
26,1,RsiStrategy,passwd7,0,0,1011,1070,1011,1070,1000000000,-23025000,0,17700000,0,0,0,959275000,976975000,1
26,1,SRsiStrategy1,passwd8,0,0,323,137,323,137,1000000000,4202000,0,55800000,0,0,0,948402000,1004202000,1
26,1,SRsiStrategy2,passwd9,0,0,358,225,358,225,1000000000,-4676000,0,39900000,0,0,0,955424000,995324000,1
26,1,SRsiStrategy3,passwd10,0,0,337,130,337,130,1000000000,-33926000,0,62100000,0,0,0,903974000,966074000,1
26,1,MovingAverageStrategy,passwd11,0,0,153,210,153,210,1000000000,-16391000,0,17100000,0,0,0,966509000,983609000,1
26,1,SMovingAverageStrategy1,passwd12,0,0,198,233,198,233,1000000000,-8896000,0,10500000,0,0,0,980604000,991104000,1
26,1,SMovingAverageStrategy2,passwd13,0,0,182,184,182,184,1000000000,-3294000,0,600000,0,0,0,996106000,996706000,1
26,1,SMovingAverageStrategy3,passwd14,0,0,174,214,174,214,1000000000,-5480000,0,12000000,0,0,0,982520000,994520000,1
26,1,SFSpreadStrategy1,passwd15,0,0,1080,966,1080,966,1000000000,66499000,0,34200000,0,0,0,1032299000,1066499000,1
26,1,SFSpreadStrategy2,passwd16,0,0,1182,1084,1182,1084,1000000000,60352000,0,29400000,0,0,0,1030952000,1060352000,1
26,1,DayTradeStrategy1,passwd17,0,0,601,676,601,676,1000000000,-33716000,0,22500000,0,0,0,943784000,966284000,1
26,1,DayTradeStrategy2,passwd18,0,0,729,673,729,673,1000000000,-31274000,0,16800000,0,0,0,951926000,968726000,1
