Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
1,7,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000000,1
1,7,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,7,URandomAgent,mypasswd1,58,78,0,0,58,78,1000000000,0,0,6000000,0,0,0,994000000,1000000000,1
1,7,UMovingAverageAgent,mypasswd2,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,7,TrendStrategy,passwd1,68,37,0,0,68,37,1000000000,0,0,9300000,0,0,0,990700000,1000000000,1
1,7,AntiTrendStrategy1,passwd2,71,59,0,0,71,59,1000000000,0,0,3600000,0,0,0,996400000,1000000000,1
1,7,AntiTrendStrategy2,passwd3,13,78,0,0,13,78,1000000000,0,0,19500000,0,0,0,980500000,1000000000,1
1,7,SRandomStrategy0000,passwd4,42,72,0,0,42,72,1000000000,0,0,9000000,0,0,0,991000000,1000000000,1
1,7,SRandomStrategy0001,passwd5,31,39,0,0,31,39,1000000000,0,0,2400000,0,0,0,997600000,1000000000,1
1,7,SRandomStrategy0002,passwd6,83,40,0,0,83,40,1000000000,0,0,12900000,0,0,0,987100000,1000000000,1
1,7,RsiStrategy,passwd7,70,0,0,0,70,0,1000000000,0,0,21000000,0,0,0,979000000,1000000000,1
1,7,SRsiStrategy1,passwd8,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,7,SRsiStrategy2,passwd9,50,0,0,0,50,0,1000000000,0,0,15000000,0,0,0,985000000,1000000000,1
1,7,SRsiStrategy3,passwd10,43,0,0,0,43,0,1000000000,0,0,12900000,0,0,0,987100000,1000000000,1
1,7,MovingAverageStrategy,passwd11,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,7,SMovingAverageStrategy1,passwd12,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,7,SMovingAverageStrategy2,passwd13,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,7,SMovingAverageStrategy3,passwd14,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
1,7,SFSpreadStrategy1,passwd15,33,61,0,0,33,61,1000000000,0,0,8400000,0,0,0,991600000,1000000000,1
1,7,SFSpreadStrategy2,passwd16,69,43,0,0,69,43,1000000000,0,0,7800000,0,0,0,992200000,1000000000,1
1,7,DayTradeStrategy1,passwd17,0,77,0,0,0,77,1000000000,0,0,23100000,0,0,0,976900000,1000000000,1
1,7,DayTradeStrategy2,passwd18,0,47,0,0,0,47,1000000000,0,0,14100000,0,0,0,985900000,1000000000,1
