Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
13,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,786000000,1
13,8,U17_2,mypasswd1,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
13,8,URandomAgent,mypasswd1,0,0,707,810,707,810,1000000000,-4087000,0,30900000,0,0,0,965013000,995913000,1
13,8,UMovingAverageAgent,mypasswd2,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
13,8,TrendStrategy,passwd1,0,0,645,751,645,751,1000000000,-5035000,0,31800000,0,0,0,963165000,994965000,1
13,8,AntiTrendStrategy1,passwd2,0,0,751,585,751,585,1000000000,-60256000,0,49800000,0,0,0,889944000,939744000,1
13,8,AntiTrendStrategy2,passwd3,0,0,787,535,787,535,1000000000,-40646000,0,75600000,0,0,0,883754000,959354000,1
13,8,SRandomStrategy0000,passwd4,0,0,374,607,374,607,1000000000,68002000,0,69900000,0,0,0,998102000,1068002000,1
13,8,SRandomStrategy0001,passwd5,0,0,506,747,506,747,1000000000,35073000,0,72300000,0,0,0,962773000,1035073000,1
13,8,SRandomStrategy0002,passwd6,0,0,413,721,413,721,1000000000,47343000,0,92400000,0,0,0,954943000,1047343000,1
13,8,RsiStrategy,passwd7,0,0,546,380,546,380,1000000000,-42843000,0,49800000,0,0,0,907357000,957157000,1
13,8,SRsiStrategy1,passwd8,0,0,28,85,28,85,1000000000,9338000,0,17100000,0,0,0,992238000,1009338000,1
13,8,SRsiStrategy2,passwd9,0,0,102,128,102,128,1000000000,7863000,0,7800000,0,0,0,1000063000,1007863000,1
13,8,SRsiStrategy3,passwd10,0,0,147,44,147,44,1000000000,-25973000,0,30900000,0,0,0,943127000,974027000,1
13,8,MovingAverageStrategy,passwd11,0,0,48,18,48,18,1000000000,-8946000,0,9000000,0,0,0,982054000,991054000,1
13,8,SMovingAverageStrategy1,passwd12,0,0,80,49,80,49,1000000000,-3891000,0,9300000,0,0,0,986809000,996109000,1
13,8,SMovingAverageStrategy2,passwd13,0,0,65,44,65,44,1000000000,-2966000,0,6300000,0,0,0,990734000,997034000,1
13,8,SMovingAverageStrategy3,passwd14,0,0,76,55,76,55,1000000000,-261000,0,6300000,0,0,0,993439000,999739000,1
13,8,SFSpreadStrategy1,passwd15,0,0,321,461,321,461,1000000000,62447000,0,42000000,0,0,0,1020447000,1062447000,1
13,8,SFSpreadStrategy2,passwd16,0,0,480,576,480,576,1000000000,56416000,0,28800000,0,0,0,1027616000,1056416000,1
13,8,DayTradeStrategy1,passwd17,0,0,451,195,451,195,1000000000,-45173000,0,76800000,0,0,0,878027000,954827000,1
13,8,DayTradeStrategy2,passwd18,0,0,470,206,470,206,1000000000,-46405000,0,79200000,0,0,0,874395000,953595000,1
