Date,Session,LoginName,Password,TodaysSellPosition,TodaysBuyPosition,SellPositionUntilYesterday,BuyPositionUntilYesterday,SumOfSellPosition,SumOfBuyPosition,InitialCash,UnrealizedProfit,Profit,Margin,SumOfFee,Loan,SumOfInterest,Surplus,Cash,Status
2,8,su,supasswd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416400000,1
2,8,URandomAgent,mypasswd1,0,0,92,239,92,239,1000000000,-5942000,0,44100000,0,0,0,949958000,994058000,1
2,8,UMovingAverageAgent,mypasswd2,0,0,0,0,0,0,1000000000,0,0,0,0,0,0,1000000000,1000000000,1
2,8,TrendStrategy,passwd1,0,0,140,121,140,121,1000000000,1341000,0,5700000,0,0,0,995641000,1001341000,1
2,8,AntiTrendStrategy1,passwd2,0,0,85,138,85,138,1000000000,1568000,0,15900000,0,0,0,985668000,1001568000,1
2,8,AntiTrendStrategy2,passwd3,0,0,54,144,54,144,1000000000,-2975000,0,27000000,0,0,0,970025000,997025000,1
2,8,SRandomStrategy0000,passwd4,0,0,145,153,145,153,1000000000,-2072000,0,2400000,0,0,0,995528000,997928000,1
2,8,SRandomStrategy0001,passwd5,0,0,203,39,203,39,1000000000,1269000,0,49200000,0,0,0,952069000,1001269000,1
2,8,SRandomStrategy0002,passwd6,0,0,180,40,180,40,1000000000,1961000,0,42000000,0,0,0,959961000,1001961000,1
2,8,RsiStrategy,passwd7,0,0,70,144,70,144,1000000000,4167000,0,22200000,0,0,0,981967000,1004167000,1
2,8,SRsiStrategy1,passwd8,0,0,0,46,0,46,1000000000,0,0,13800000,0,0,0,986200000,1000000000,1
2,8,SRsiStrategy2,passwd9,0,0,50,90,50,90,1000000000,4046000,0,12000000,0,0,0,992046000,1004046000,1
2,8,SRsiStrategy3,passwd10,0,0,43,0,43,0,1000000000,2912000,0,12900000,0,0,0,990012000,1002912000,1
2,8,MovingAverageStrategy,passwd11,0,0,48,0,48,0,1000000000,-96000,0,14400000,0,0,0,985504000,999904000,1
2,8,SMovingAverageStrategy1,passwd12,0,0,43,0,43,0,1000000000,-86000,0,12900000,0,0,0,987014000,999914000,1
2,8,SMovingAverageStrategy2,passwd13,0,0,34,0,34,0,1000000000,-68000,0,10200000,0,0,0,989732000,999932000,1
2,8,SMovingAverageStrategy3,passwd14,0,0,41,0,41,0,1000000000,-82000,0,12300000,0,0,0,987618000,999918000,1
2,8,SFSpreadStrategy1,passwd15,0,0,82,61,82,61,1000000000,-1870000,0,6300000,0,0,0,991830000,998130000,1
2,8,SFSpreadStrategy2,passwd16,0,0,184,43,184,43,1000000000,2887000,0,42300000,0,0,0,960587000,1002887000,1
2,8,DayTradeStrategy1,passwd17,0,0,0,127,0,127,1000000000,-4269000,0,38100000,0,0,0,957631000,995731000,1
2,8,DayTradeStrategy2,passwd18,0,0,0,109,0,109,1000000000,-2691000,0,32700000,0,0,0,964609000,997309000,1
